rep,auc_ref,auc_cur,auc_drop,segment_auc_drop,ks,psi,wasserstein,jensen_shannon,mmd,c2st
11,0.8536573588980099,0.8657334863607125,-0.01207612746270259,-0.012115016441029747,0.02109929919242859,0.011997804323009242,0.5575500000000524,0.060214178312715236,0.00011545419692993164,-0.00046660156250000195
12,0.8457441257114205,0.8589403387833263,-0.013196213071905771,0.049801684220330156,0.020298421382904053,0.010987097896835621,0.5353985680680018,0.07079208173001694,-5.805492401123047e-05,0.007454101562500037
13,0.8741878381168307,0.8569974190876812,0.017190419029149417,-0.031590375982135876,0.028826773166656494,0.009326324870829076,0.45454999999997314,0.06184991922803162,-8.469820022583008e-05,-0.014507763671875007
14,0.8655255269236044,0.8648931177841201,0.0006324091394842579,-0.014958288662556773,0.023728296160697937,0.005853445014692595,0.4844499999999762,0.05583117643740657,3.457069396972656e-05,-0.0021902343749999886
15,0.8654962637197061,0.8397372296284512,0.025759034091254907,0.08433802762401266,0.04375186562538147,0.01890595966127265,0.39509871309790734,0.0674968258701823,-0.0001278519630432129,0.0021804199218750098
16,0.8551516447308449,0.8726132698398594,-0.0174616251090145,0.06447881875602712,0.027336597442626953,0.008532150573751042,0.2495000000000025,0.04487819359841146,0.0004081130027770996,0.001459472656250016
17,0.8679697182862693,0.841466318338921,0.026503399947348294,0.02927318555833336,0.03285163640975952,0.006885558561683846,0.32192717842769397,0.06282858764587113,-0.0001773834228515625,0.0034906249999999694
18,0.8601945341924159,0.8490595783532323,0.011134955839183558,0.0010889159969654783,0.02526634931564331,0.009895800907955053,0.531599999999975,0.05622066121592477,-9.119510650634766e-06,0.004334228515625038
19,0.8556347463788481,0.862655491341842,-0.0070207449629939855,0.09965923952240496,0.023319363594055176,0.005549903452437378,0.355757264823865,0.055565481522262344,-0.0001825094223022461,-0.01651547851562507
20,0.8565640512337437,0.8579684427538611,-0.0014043915201173984,-0.0416092905685741,0.018878579139709473,0.005482216146391716,0.3919999999999959,0.05045569056493027,0.0005248188972473145,-0.00528945312500001
21,0.8564010157634995,0.8515653478644223,0.0048356678990771895,0.016443829854860148,0.026287615299224854,0.010476195306864803,0.3647000000000705,0.07697691045312702,-0.0002028346061706543,0.00810239257812495
22,0.856513731421082,0.8673205201411962,-0.010806788720114202,0.050599986516833284,0.037672996520996094,0.007722771284124567,0.18291781335491256,0.0568290605472758,-9.47713851928711e-05,-0.003155517578124989
23,0.8588718916740301,0.8509586901225987,0.007913201551431381,0.014514018274498164,0.027670860290527344,0.007524555744288053,0.2404999999999896,0.05877871547610725,-0.00027889013290405273,-0.009744140625000008
24,0.8647593999908254,0.8451817909605336,0.01957760903029182,0.05252696712400662,0.028754234313964844,0.0094136712849622,0.28554999999999675,0.06286954076036415,-0.00015413761138916016,0.001823388671875037
25,0.8490316251656782,0.850013688670676,-0.0009820635049977433,0.028294852593330644,0.02982228994369507,0.0056886490651548785,0.2819856810584827,0.05265445358688977,5.185604095458984e-06,0.014542333984374989
26,0.8644675153778347,0.8524815703943824,0.01198594498345229,0.04456105955189249,0.0325930118560791,0.017861654809378878,0.4255999999999798,0.07244205509804806,1.4424324035644531e-05,0.0004377441406249183
27,0.8502468861784003,0.8539923802306981,-0.0037454940522978486,0.056132077134462666,0.02178296446800232,0.006346159858585038,0.39634999999997955,0.047923947152023014,-0.00018209218978881836,-0.002489697265625035
28,0.8643838843118136,0.8687100380268662,-0.0043261537150526275,0.06202188609665549,0.03346410393714905,0.011846145953110242,0.415649999999986,0.06992825512533633,-0.00015115737915039062,-0.009336132812500009
29,0.8504700115884897,0.8480130238596708,0.00245698772881886,0.05918555248186241,0.029278934001922607,0.00784871008446172,0.7961999999999634,0.07742754352035158,0.00016099214553833008,-0.00010966796875000462
30,0.8637889968966793,0.8531985566247225,0.01059044027195677,0.0253519615832688,0.02634042501449585,0.015498463390454454,0.41334999999998523,0.07238532934358886,0.0004138350486755371,-0.001821630859375034
31,0.8565709554000681,0.8522185254303345,0.004352429969733618,-0.04278067659910445,0.03282037377357483,0.007119532769545864,0.3625000000000721,0.051085049354084394,-0.0001329183578491211,-0.002605859375000019
32,0.8595452601614931,0.8632572383595808,-0.003711978198087662,0.021715290332804615,0.03858417272567749,0.019660559437132723,0.5484999999999621,0.06571326074488414,0.0006895065307617188,0.0018184082031249549
33,0.8493372429137711,0.8576074704994889,-0.008270227585717826,-0.04895141494829647,0.034138262271881104,0.008157088117567438,0.8990999999999686,0.058411393313227436,-4.607439041137695e-05,-0.005502294921874984
34,0.8647428563594005,0.8473083614648834,0.017434494894517094,0.03412766861227179,0.026910394430160522,0.009585303850848775,0.4816999999999694,0.060998011545528516,-0.00026613473892211914,0.007339501953125049
35,0.8544245874854918,0.8636338759296638,-0.009209288444172015,0.04918369773781717,0.025899812579154968,0.006186434889671137,0.3700499999999978,0.04895345276481755,-0.0002878904342651367,-0.0013177246093749595
36,0.8546296010047617,0.8645488497502498,-0.009919248745488107,0.049109632482753685,0.027607202529907227,0.013765247480044328,0.46844999999998294,0.06935924809132521,0.0009918808937072754,0.00014726562500000373
37,0.8536014010515633,0.8597335530545358,-0.0061321520029724574,0.02155749966571574,0.02694910764694214,0.00855274570514304,0.2877499999999953,0.05276637523963078,-0.00012689828872680664,0.005946484375000005
38,0.8661223304791608,0.8592785008274073,0.0068438296517534525,0.06536713411662765,0.029051005840301514,0.011243472256383514,0.3884499999999837,0.056101650925323605,-4.8160552978515625e-05,0.009506396484375013
39,0.8612531565931624,0.8613581644975178,-0.00010500790435541418,0.07690642959770111,0.02610492706298828,0.008836764691304488,0.36629999999999363,0.05479959523820429,-3.063678741455078e-05,0.013918017578125053
40,0.8638103722912912,0.856459656383879,0.007350715907412209,0.03461724325931803,0.023754417896270752,0.013163312094092624,0.45599642233055215,0.06470774760531904,-7.051229476928711e-05,0.00403813476562509
41,0.8643422635657589,0.8555336812348266,0.00880858233093229,-0.02580957969011788,0.0469667911529541,0.013422084472923717,0.28107685940068505,0.06569726325382122,-9.21487808227539e-05,0.009781494140625124
42,0.8504583789396873,0.8607756479181343,-0.01031726897844698,0.052927016299713525,0.024989426136016846,0.010757696009578566,0.3646499999999852,0.056254169835549137,-0.00027745962142944336,0.009429394531250024
43,0.8426629147972087,0.8617188996429762,-0.019055984845767537,0.016893473516467306,0.02626138925552368,0.008941713212693603,0.63749999999996,0.048112551578969286,8.916854858398438e-05,0.01541958007812505
44,0.866832337411732,0.8569944236146785,0.009837913797053566,0.09617259338571671,0.029416054487228394,0.009250735549659758,0.34159999999999435,0.04938239950601053,-0.00023752450942993164,-0.001737207031250021
45,0.8473953077025088,0.8549411436499362,-0.007545835947427415,0.012067732689962307,0.02570575475692749,0.007764697333264123,0.4046999999999694,0.05378120947279627,-0.00034695863723754883,-0.014400244140625018
46,0.8659360423271345,0.8655148025617682,0.00042123976536634355,-0.0453117302253927,0.02073255181312561,0.004255721422513036,0.7624278675621113,0.05669536469955614,0.00017911195755004883,0.002187646484374972
47,0.8638312315538343,0.8533835114656352,0.010447720088199164,0.0027480247200388774,0.02808520197868347,0.00812141132576607,0.4883555885162979,0.05434978506510873,5.125999450683594e-05,-0.020616601562500003
48,0.8571648567062691,0.8627571930063569,-0.005592336300087819,-0.0012306879247667712,0.029225707054138184,0.005934145709799496,0.2625464066740072,0.04337435776016659,0.0001277327537536621,0.001253124999999966
49,0.847917539409515,0.8509050892435105,-0.0029875498339955175,-0.02839539958923787,0.037213027477264404,0.010772215482633386,0.3794000000000004,0.05725983948448313,5.823373794555664e-05,-0.0008238769531250245
50,0.845242097785851,0.8681221022393839,-0.022880004453532887,0.05832347928565129,0.03572875261306763,0.013884289260293883,0.3102413787952184,0.06052500710505805,-0.00029987096786499023,-0.002753710937499987
51,0.8611158754238928,0.8488756627570304,0.012240212666862371,0.05600901776964351,0.02796393632888794,0.010337113113041153,0.6226499999999915,0.06340098206962334,0.0005211830139160156,0.007298291015624958
