archetype,rep,expected_harm,expected_alarm,auc_ref,auc_cur,auc_drop,segment_auc_drop,segment_positive_share,ks,psi,wasserstein,jensen_shannon,mmd,c2st,harm,segment_harm,alarm_ks,alarm_psi,alarm_wasserstein,alarm_jensen_shannon,alarm_mmd,alarm_c2st
covariate_shift_moderate,1,False,fire,0.853139165734447,0.8494734864516129,0.0036656792828341223,,,0.519078254699707,1.2314805682682037,2.967676270539855,0.46286050571207354,0.02818584442138672,0.2837337890625,0,0,1,1,1,1,1,1
covariate_shift_strong,1,False,fire,0.853139165734447,0.835731383838462,0.01740778189598502,,,0.7273552417755127,3.3053129741542477,5.890476799335292,0.685314743013802,0.06367945671081543,0.4055043457031251,0,0,1,1,1,1,1,1
concept_drift_no_covariate_shift,1,True,quiet,0.853139165734447,0.522488910623442,0.330650255111005,,,0.027048230171203613,0.012743337574747729,0.2539719897783066,0.05897114822179077,-9.85264778137207e-05,0.0071653808593750146,1,0,0,0,0,0,0,0
imputation_masked_null,1,True,quiet,0.853139165734447,0.7852742782915278,0.06786488744291919,,,0.028056621551513672,0.012743337574747729,0.5416018536350496,0.05897114822179077,0.006311535835266113,0.49979755859374986,1,0,0,0,0,0,1,1
imputation_visible,1,True,unknown,0.853139165734447,0.7868440686290483,0.06629509710539871,,,0.4487000107765198,3.7768493569465336,5.555799999999998,0.7898981386814194,0.006372809410095215,0.4997947265625,1,0,1,1,1,1,1,1
dilution_shift,1,True,quiet,0.853139165734447,0.8451560486535258,0.007983117080921254,0.21227470541210747,0.40902872777017785,0.04596346616744995,0.034163706653258276,2.7321672453284274,0.07286934743319196,-7.033348083496094e-06,0.021587597656249957,0,1,1,1,1,1,0,1
dilution_permuted,1,True,quiet,0.853139165734447,0.8491389705500758,0.004000195184371225,0.375143181728511,0.40902872777017785,0.027048230171203613,0.012743337574747729,0.2539719897783066,0.05897114822179077,-6.341934204101562e-05,0.026113574218749935,0,1,0,0,0,0,0,1
irrelevant_feature_drift,1,False,fire,0.853139165734447,0.8555720475301121,-0.0024328817956650317,,,1.0,17.506962051236936,122.8657836261649,0.9093692014456586,0.6363688707351685,0.5,0,0,1,1,1,1,1,1
sudden_shift,1,True,fire,0.853139165734447,0.707077470890742,0.14606169484370501,,,0.4619917571544647,6.479777993646347,23.41634198599298,0.8344012053177257,0.01269608736038208,0.49995859374999996,1,0,1,1,1,1,1,1
gradual_shift,1,True,unknown,0.853139165734447,0.7569060942141141,0.09623307152033289,,,0.4324415922164917,4.75384523947906,5.38818197160969,0.7368669808453631,-6.347894668579102e-05,0.4998068359375001,1,0,1,1,1,1,0,1
true_null,2,False,quiet,0.8500207425961388,0.8667202716809216,-0.016699529084782783,,,0.02632927894592285,0.009352684596846081,0.500399999999991,0.07271148972443328,-0.00011819601058959961,0.0060753906249999545,0,0,0,0,0,1,0,0
covariate_shift_mild,2,False,fire,0.8500207425961388,0.856993212493661,-0.006972469897522204,,,0.2542790472507477,0.2928689297182292,1.2852810764785276,0.23133419863108157,0.00689697265625,0.149494091796875,0,0,1,1,1,1,1,1
covariate_shift_moderate,2,False,fire,0.8500207425961388,0.8537590845581617,-0.0037383419620229397,,,0.5193426012992859,1.2250851512325602,3.1824721940743346,0.4625473465858011,0.03180384635925293,0.28692685546874996,0,0,1,1,1,1,1,1
covariate_shift_strong,2,False,fire,0.8500207425961388,0.841249609705947,0.008771132890191824,,,0.7267673015594482,3.3136422200961038,6.348067036902035,0.6862361405381092,0.06695961952209473,0.41213559570312486,0,0,1,1,1,1,1,1
concept_drift_no_covariate_shift,2,True,quiet,0.8500207425961388,0.5196930143700347,0.3303277282261041,,,0.02632927894592285,0.009352684596846081,0.500399999999991,0.07271148972443328,-0.00011819601058959961,0.0060753906249999545,1,0,0,0,0,1,0,0
imputation_masked_null,2,True,quiet,0.8500207425961388,0.8069781044800829,0.04304263811605591,,,0.02632927894592285,0.009352684596846081,1.2038418604651269,0.07271148972443328,0.00517350435256958,0.49980439453125003,1,0,0,0,1,1,1,1
imputation_visible,2,True,unknown,0.8500207425961388,0.8068438632130245,0.04317687938311432,,,0.45045000314712524,3.7212400063798188,4.896800000000017,0.7906265984206176,0.005093753337860107,0.4996263671875,1,0,1,1,1,1,1,1
dilution_shift,2,True,quiet,0.8500207425961388,0.8594847504520936,-0.009464007855954804,0.14691912445248412,0.415041782729805,0.0466192290186882,0.23918291414246365,3.3591952297136096,0.15373709010302677,-1.2576580047607422e-05,0.02820981445312498,0,1,1,1,1,1,0,1
dilution_permuted,2,True,quiet,0.8500207425961388,0.8594745658846171,-0.009453823288478325,0.34585018805531087,0.415041782729805,0.02632927894592285,0.009352684596846081,0.500399999999991,0.07271148972443328,-6.16908073425293e-05,0.016017138671875042,0,1,0,0,0,1,0,1
irrelevant_feature_drift,2,False,fire,0.8500207425961388,0.8667202716809216,-0.016699529084782783,,,1.0,17.571228926827914,3.5591263509616593,0.9241038087572665,0.6268629431724548,0.5,0,0,1,1,1,1,1,1
sudden_shift,2,True,fire,0.8500207425961388,0.7231899567740954,0.12683078582204343,,,0.4711500108242035,6.573645922929337,22.803059883022065,0.8401190524329181,0.013103783130645752,0.4999451171875,1,0,1,1,1,1,1,1
gradual_shift,2,True,unknown,0.8500207425961388,0.7743340376334935,0.07568670496264529,,,0.4362500011920929,4.775094836742551,5.4894861702585995,0.7289462815061434,-0.00011110305786132812,0.49976318359374994,1,0,1,1,1,1,0,1
true_null,3,False,quiet,0.8432304730173532,0.8618643868312477,-0.018633913813894454,,,0.030955106019973755,0.014927463460760862,0.41369999999998575,0.05894762104521459,0.00018298625946044922,-0.00568105468750002,0,0,0,0,0,0,0,0
covariate_shift_mild,3,False,fire,0.8432304730173532,0.8646845759702231,-0.02145410295286987,,,0.2732325494289398,0.3371330865328386,1.5877335583477497,0.24833229366840792,0.007578849792480469,0.1655654296875,0,0,1,1,1,1,1,1
covariate_shift_moderate,3,False,fire,0.8432304730173532,0.8620443758920247,-0.01881390287467144,,,0.5201815366744995,1.2457480201655082,3.3726262927801205,0.4647277216490754,0.031980812549591064,0.28723295898437495,0,0,1,1,1,1,1,1
covariate_shift_strong,3,False,fire,0.8432304730173532,0.8366676444443553,0.006562828572997947,,,0.7304033637046814,3.3509365220577685,6.696182290012388,0.6885784033661491,0.06537240743637085,0.413458740234375,0,0,1,1,1,1,1,1
concept_drift_no_covariate_shift,3,True,quiet,0.8432304730173532,0.5156989601490187,0.3275315128683345,,,0.030955106019973755,0.014927463460760862,0.41369999999998575,0.05894762104521459,0.00018298625946044922,-0.00568105468750002,1,0,0,0,0,0,0,0
imputation_masked_null,3,True,quiet,0.8432304730173532,0.8039978726867845,0.039232600330568745,,,0.030955106019973755,0.014927463460760862,0.4142399659035636,0.05894762104521459,0.006532609462738037,0.49982734375000004,1,0,0,0,0,0,1,1
imputation_visible,3,True,unknown,0.8432304730173532,0.8050518158593596,0.03817865715799362,,,0.4491499960422516,3.7777309250869453,2.504025000000014,0.7927512359808422,0.006501674652099609,0.4999093750000001,1,0,1,1,1,1,1,1
dilution_shift,3,True,quiet,0.8432304730173532,0.8522496457786688,-0.009019172761315586,0.21424205302216048,0.42213114754098363,0.04503079503774643,0.2285542762169162,2.129451153299202,0.14888427202833185,7.158517837524414e-05,0.011848193359375037,0,1,1,1,1,1,0,0
dilution_permuted,3,True,quiet,0.8432304730173532,0.8542590506527996,-0.011028577635446402,0.4170023150357505,0.42213114754098363,0.030955106019973755,0.014927463460760862,0.41369999999998575,0.05894762104521459,7.283687591552734e-05,0.009717480468749984,0,1,0,0,0,0,0,0
irrelevant_feature_drift,3,False,fire,0.8432304730173532,0.8618643868312477,-0.018633913813894454,,,1.0,17.81593313516518,99.9749766553191,0.9205982795795994,0.6814894080162048,0.5,0,0,1,1,1,1,1,1
sudden_shift,3,True,fire,0.8432304730173532,0.7229745289622024,0.12025594405515083,,,0.45695000886917114,6.279567672443233,16.65380794521666,0.823757147167706,0.009998500347137451,0.4999147460937501,1,0,1,1,1,1,1,1
gradual_shift,3,True,unknown,0.8432304730173532,0.7690040878673097,0.07422638515004354,,,0.4368741512298584,4.686029757469625,3.9590961367612136,0.7182948688640434,1.71661376953125e-05,0.49977138671875,1,0,1,1,1,1,0,1
true_null,4,False,quiet,0.8453614536189263,0.8478529852466575,-0.0024915316277311916,,,0.025130748748779297,0.007298544305571761,0.8009000000000499,0.05061344156364436,6.461143493652344e-05,0.015159228515625012,0,0,0,0,1,0,0,1
covariate_shift_mild,4,False,fire,0.8453614536189263,0.8511253826061368,-0.005763928987210454,,,0.2713760435581207,0.3455586417866521,1.4243890807170108,0.24960325201102748,0.007340967655181885,0.15122617187499998,0,0,1,1,1,1,1,1
covariate_shift_moderate,4,False,fire,0.8453614536189263,0.8348620705772377,0.010499383041688626,,,0.5213997960090637,1.2764071355257705,3.1714783765045653,0.46720805193034637,0.028416037559509277,0.2945609375,0,0,1,1,1,1,1,1
covariate_shift_strong,4,False,fire,0.8453614536189263,0.8333395995328833,0.01202185408604306,,,0.7302360534667969,3.4002707226885467,5.721801918125448,0.6898449013748582,0.06355178356170654,0.4103826171875,0,0,1,1,1,1,1,1
concept_drift_no_covariate_shift,4,True,quiet,0.8453614536189263,0.520099894949248,0.3252615586696783,,,0.025130748748779297,0.007298544305571761,0.8009000000000499,0.05061344156364436,6.461143493652344e-05,0.015159228515625012,1,0,0,0,1,0,0,1
imputation_masked_null,4,True,quiet,0.8453614536189263,0.7896194602927616,0.055741993326164696,,,0.025130748748779297,0.007298544305571761,0.9433666666666719,0.05061344156364436,0.0074356794357299805,0.4997390625,1,0,0,0,1,0,1,1
imputation_visible,4,True,unknown,0.8453614536189263,0.7873062903411711,0.058055163277755284,,,0.4492499828338623,3.760861796533896,5.5478500000000075,0.7889347175702283,0.00751882791519165,0.49956796875,1,0,1,1,1,1,1,1
dilution_shift,4,True,quiet,0.8453614536189263,0.8352735275472568,0.010087926071669528,0.1687039142194311,0.3888888888888889,0.04801361262798309,0.2468461390120117,2.2998445627317112,0.15668406677201366,-8.690357208251953e-05,0.033692871093749965,0,1,1,1,1,1,0,1
dilution_permuted,4,True,quiet,0.8453614536189263,0.8402429835177502,0.005118470101176165,0.3246525749337168,0.3888888888888889,0.025130748748779297,0.007298544305571761,0.8009000000000499,0.05061344156364436,-4.827976226806641e-06,0.021281591796875055,0,1,0,0,1,0,0,1
irrelevant_feature_drift,4,False,fire,0.8453614536189263,0.8478529852466575,-0.0024915316277311916,,,1.0,17.33017194028325,4.254980896059068,0.9246261554455154,0.6892665028572083,0.5,0,0,1,1,1,1,1,1
sudden_shift,4,True,fire,0.8453614536189263,0.699452872867681,0.14590858075124535,,,0.46389999985694885,6.3273046334086045,18.658625251534467,0.8159389822787794,0.006724298000335693,0.4998787109375,1,0,1,1,1,1,1,1
gradual_shift,4,True,unknown,0.8453614536189263,0.7464600622406639,0.09890139137826248,,,0.4400715231895447,4.606510555369921,4.639884295238533,0.7090197587215534,-0.0001270771026611328,0.49970478515625005,1,0,1,1,1,1,0,1
true_null,5,False,quiet,0.857698654060869,0.8553846002039549,0.002314053856914078,,,0.02812981605529785,0.008288698770852872,0.4626499999999845,0.0565927189823619,0.0001494884490966797,0.003460742187500032,0,0,0,0,0,0,0,0
covariate_shift_mild,5,False,fire,0.857698654060869,0.8538469022668159,0.00385175179405306,,,0.27774134278297424,0.34520264477188245,1.326162207402432,0.2515475910262964,0.008403897285461426,0.15025751953125,0,0,1,1,1,1,1,1
covariate_shift_moderate,5,False,fire,0.857698654060869,0.8065763348062862,0.05112231925458277,,,0.5229446291923523,1.2402267857281069,3.173215098436293,0.46531342416677424,0.03275483846664429,0.288471533203125,1,0,1,1,1,1,1,1
covariate_shift_strong,5,False,fire,0.857698654060869,0.8216108284386108,0.03608782562225821,,,0.7318575382232666,3.4112764601734544,6.007573706049357,0.6913071019392896,0.06990957260131836,0.40274282226562497,1,0,1,1,1,1,1,1
concept_drift_no_covariate_shift,5,True,quiet,0.857698654060869,0.514165847538862,0.343532806522007,,,0.02812981605529785,0.008288698770852872,0.4626499999999845,0.0565927189823619,0.0001494884490966797,0.003460742187500032,1,0,0,0,0,0,0,0
imputation_masked_null,5,True,quiet,0.857698654060869,0.7867205885522703,0.07097806550859864,,,0.02812981605529785,0.009969511218337331,0.4626499999999845,0.0565927189823619,0.00423198938369751,0.49986865234375,1,0,0,0,0,0,1,1
imputation_visible,5,True,unknown,0.857698654060869,0.7889314875688587,0.06876716649201031,,,0.44724997878074646,3.7817910718703605,2.496800000000007,0.7927119189803754,0.004362702369689941,0.49987138671875,1,0,1,1,1,1,1,1
dilution_shift,5,True,quiet,0.857698654060869,0.8479911663413449,0.009707487719524122,0.1881404870655744,0.40161725067385445,0.04574406519532204,0.04782151439505682,2.118282279833769,0.08299958148595413,0.0002562403678894043,0.030947265625000053,0,1,1,1,1,1,0,1
dilution_permuted,5,True,quiet,0.857698654060869,0.8490122003415669,0.0086864537193021,0.39034947413166626,0.40161725067385445,0.02812981605529785,0.008288698770852872,0.4626499999999845,0.0565927189823619,0.000141143798828125,0.014283935546874904,0,1,0,0,0,0,0,1
irrelevant_feature_drift,5,False,fire,0.857698654060869,0.8553846002039549,0.002314053856914078,,,1.0,17.654879716781053,341.40300476145535,0.9132987138831345,0.9765011072158813,0.5,0,0,1,1,1,1,1,1
sudden_shift,5,True,fire,0.857698654060869,0.7114539020294433,0.14624475203142573,,,0.4575999975204468,6.417003262411473,16.125825510366727,0.827023078063735,0.013596594333648682,0.49997470703125,1,0,1,1,1,1,1,1
gradual_shift,5,True,unknown,0.857698654060869,0.7591664919455183,0.09853216211535065,,,0.43615907430648804,4.622121501061762,3.909510499206098,0.7101915954231155,0.0003312826156616211,0.4997358398437499,1,0,1,1,1,1,0,1
true_null,6,False,quiet,0.8524804243495833,0.8487238663263929,0.003756558023190415,,,0.025197923183441162,0.008974976798178012,0.3395999999999763,0.05235651403194702,4.488229751586914e-05,-0.012824707031250049,0,0,0,0,0,0,0,0
covariate_shift_mild,6,False,fire,0.8524804243495833,0.8473760480281545,0.005104376321428794,,,0.26710718870162964,0.32528238218986744,1.293646890290986,0.2433575497796974,0.0074617862701416016,0.16817124023437502,0,0,1,1,1,1,1,1
covariate_shift_moderate,6,False,fire,0.8524804243495833,0.8367871800480284,0.015693244301554832,,,0.520257294178009,1.2388419190415907,3.570951060483216,0.4631803967327597,0.03143984079360962,0.2929475097656249,0,0,1,1,1,1,1,1
covariate_shift_strong,6,False,fire,0.8524804243495833,0.8255216146952764,0.02695880965430686,,,0.7314359545707703,3.447320261969675,7.012471710370302,0.6894786503855908,0.06975573301315308,0.41352714843750005,1,0,1,1,1,1,1,1
concept_drift_no_covariate_shift,6,True,quiet,0.8524804243495833,0.5157707434387157,0.3367096809108676,,,0.025197923183441162,0.008974976798178012,0.3395999999999763,0.05235651403194702,4.488229751586914e-05,-0.012824707031250049,1,0,0,0,0,0,0,0
imputation_masked_null,6,True,quiet,0.8524804243495833,0.7897599718492085,0.06272045250037472,,,0.025197923183441162,0.008974976798178012,0.7969694789081965,0.05235651403194702,0.00560915470123291,0.49980732421874996,1,0,0,0,1,0,1,1
imputation_visible,6,True,unknown,0.8524804243495833,0.7913598396257935,0.061120584723789784,,,0.44995445013046265,3.7763601448607376,5.360650000000025,0.7949192040153436,0.005655407905578613,0.49970927734375004,1,0,1,1,1,1,1,1
dilution_shift,6,True,quiet,0.8524804243495833,0.8426776307838859,0.009802793565697354,0.11550004820817661,0.3972602739726027,0.03993948549032211,0.04344043870694474,2.9909282045975183,0.07896519164539327,0.00016862154006958008,0.018423144531249935,0,1,0,1,1,1,0,1
dilution_permuted,6,True,quiet,0.8524804243495833,0.8404413489631838,0.012039075386399478,0.3904722395318695,0.3972602739726027,0.025197923183441162,0.008974976798178012,0.3395999999999763,0.05235651403194702,0.0001099705696105957,0.006446337890624987,0,1,0,0,0,0,0,0
irrelevant_feature_drift,6,False,fire,0.8524804243495833,0.8487238663263929,0.003756558023190415,,,1.0,18.41648412574351,4.320632590944131,0.9073463224059826,0.6924412846565247,0.5,0,0,1,1,1,1,1,1
sudden_shift,6,True,fire,0.8524804243495833,0.7015427486830975,0.15093767566648575,,,0.4684000015258789,6.669574299879845,22.903407276394383,0.8345216228165522,0.012717783451080322,0.499933203125,1,0,1,1,1,1,1,1
gradual_shift,6,True,unknown,0.8524804243495833,0.7537472542315047,0.09873317011807858,,,0.4442000091075897,4.96475675511527,5.278860979621994,0.7363162284669864,0.0001696944236755371,0.4996899414062501,1,0,1,1,1,1,0,1
true_null,7,False,quiet,0.846139378215241,0.8623651641063191,-0.01622578589107815,,,0.025060534477233887,0.004723901579099004,0.23389999999999858,0.05961586939938419,0.0001372694969177246,0.0012952636718750465,0,0,0,0,0,0,0,0
covariate_shift_mild,7,False,fire,0.846139378215241,0.8494169550671594,-0.003277576851918429,,,0.26879799365997314,0.32248109138112246,1.3090292647169426,0.2445271947778413,0.00824815034866333,0.14521621093749992,0,0,1,1,1,1,1,1
covariate_shift_moderate,7,False,fire,0.846139378215241,0.8293225569414905,0.016816821273750504,,,0.5180955529212952,1.2279803475151252,3.12227780563279,0.46231601973414715,0.02977597713470459,0.288217724609375,0,0,1,1,1,1,1,1
covariate_shift_strong,7,False,fire,0.846139378215241,0.8163115776158698,0.02982780059937118,,,0.7312555909156799,3.415688178681502,5.745628309981662,0.6897650059141698,0.06724745035171509,0.403326611328125,1,0,1,1,1,1,1,1
concept_drift_no_covariate_shift,7,True,quiet,0.846139378215241,0.519985715476833,0.32615366273840796,,,0.025060534477233887,0.004723901579099004,0.23389999999999858,0.05961586939938419,0.0001372694969177246,0.0012952636718750465,1,0,0,0,0,0,0,0
imputation_masked_null,7,True,quiet,0.846139378215241,0.8052260238428673,0.040913354372373645,,,0.02586624026298523,0.007723052674583774,1.4748634239389695,0.05961586939938419,0.004740118980407715,0.49993310546875,1,0,0,0,1,0,1,1
imputation_visible,7,True,unknown,0.846139378215241,0.8072446346439565,0.03889474357128453,,,0.4482499957084656,3.7929233068288335,5.385850000000014,0.7961706520390083,0.004616856575012207,0.49989609375,1,0,1,1,1,1,1,1
dilution_shift,7,True,quiet,0.846139378215241,0.8516025335712407,-0.005463155355999727,0.2102284402289727,0.4232876712328767,0.04305514693260193,0.04760606382852995,2.8825609594583477,0.08085464925129872,0.00036203861236572266,0.030678222656249976,0,1,0,1,1,1,0,1
dilution_permuted,7,True,quiet,0.846139378215241,0.8557954375813068,-0.009656059366065839,0.39476118636716373,0.4232876712328767,0.025060534477233887,0.004723901579099004,0.23389999999999858,0.05961586939938419,0.0002911090850830078,0.01624970703125006,0,1,0,0,0,0,0,1
irrelevant_feature_drift,7,False,fire,0.846139378215241,0.8623651641063191,-0.01622578589107815,,,1.0,17.72325507891704,5.688928955730505,0.9208145367701847,0.7878223657608032,0.5,0,0,1,1,1,1,1,1
sudden_shift,7,True,fire,0.846139378215241,0.7271803712207917,0.11895900699444928,,,0.4631499946117401,6.698890417895008,21.875862398531602,0.8349419400369332,0.011486470699310303,0.49986259765624996,1,0,1,1,1,1,1,1
gradual_shift,7,True,unknown,0.846139378215241,0.7725511299414947,0.07358824827374633,,,0.4491242468357086,4.971294507569273,5.049686432372483,0.7252001313142538,0.0002506375312805176,0.4997169921875001,1,0,1,1,1,1,0,1
true_null,8,False,quiet,0.8596763540266606,0.8729343126211578,-0.013257958594497188,,,0.028858423233032227,0.013509173870603304,0.390398638030174,0.06271587289553186,0.00035256147384643555,0.0012820800781250252,0,0,0,0,0,0,0,0
covariate_shift_mild,8,False,fire,0.8596763540266606,0.8662959113240996,-0.006619557297438905,,,0.2653387486934662,0.32653271097529013,1.5810441628388094,0.2436430925539486,0.008616149425506592,0.1598368652343749,0,0,1,1,1,1,1,1
covariate_shift_moderate,8,False,fire,0.8596763540266606,0.8514051471603236,0.008271206866337089,,,0.5215471982955933,1.2393674848761655,3.427990855895741,0.46531644243309944,0.03424566984176636,0.29156157226562496,0,0,1,1,1,1,1,1
covariate_shift_strong,8,False,fire,0.8596763540266606,0.8402836325849394,0.019392721441721217,,,0.7317252159118652,3.444370533078126,5.845600468728754,0.6893761622565149,0.07292670011520386,0.41360991210937503,0,0,1,1,1,1,1,1
concept_drift_no_covariate_shift,8,True,quiet,0.8596763540266606,0.5182473585974575,0.34142899542920313,,,0.028858423233032227,0.013509173870603304,0.390398638030174,0.06271587289553186,0.00035256147384643555,0.0012820800781250252,1,0,0,0,0,0,0,0
imputation_masked_null,8,True,quiet,0.8596763540266606,0.8044673805749664,0.05520897345169429,,,0.03186856210231781,0.013509173870603304,0.390398638030174,0.06271587289553186,0.0068550705909729,0.499883203125,1,0,0,0,0,0,1,1
imputation_visible,8,True,unknown,0.8596763540266606,0.80878185361312,0.0508945004135406,,,0.4480000138282776,3.8099977494552917,2.6854750000000056,0.7915711198549427,0.006884276866912842,0.4999009765624999,1,0,1,1,1,1,1,1
dilution_shift,8,True,quiet,0.8596763540266606,0.8658915273933853,-0.006215173366724613,0.11338624338624348,0.4117647058823529,0.04480712115764618,0.038911548909393814,2.086368759194525,0.07626043674874333,0.0002557039260864258,0.02185122070312495,0,1,1,1,1,1,0,1
